STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,acs_demographics_id,acs_demographics_Geographic Area Name,acs_demographics_Estimate!!Total:,acs_demographics_Estimate!!Total:!!White alone,acs_demographics_Estimate!!Total:!!Black or African American alone,acs_demographics_Estimate!!Total:!!American Indian and Alaska Native alone,acs_demographics_Estimate!!Total:!!Asian alone,acs_demographics_Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone,acs_demographics_Estimate!!Total:!!Some other race alone,acs_demographics_Estimate!!Total:!!Two or more races:,acs_demographics_Estimate!!Total:!!Two or more races:!!Two races including Some other race,"acs_demographics_Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",poultry_bg_1m_1m_poultry
"37","071","031101","1","370710311011",Block Group 1,G5030,S,"6056894","3935","+35.3291675","-081.0378769",1500000US370710311011,"Block Group 1, Census Tract 311.01, Gaston County, North Carolina","941","752","161","22","0","0","0","6","6","0",
"37","105","030501","3","371050305013",Block Group 3,G5030,S,"3620042","577438","+35.4072381","-079.0956576",1500000US371050305013,"Block Group 3, Census Tract 305.01, Lee County, North Carolina","1073","989","43","0","0","0","0","41","0","41",
"37","105","030503","4","371050305034",Block Group 4,G5030,S,"26843300","422858","+35.3809729","-079.1456652",1500000US371050305034,"Block Group 4, Census Tract 305.03, Lee County, North Carolina","1710","1246","129","335","0","0","0","0","0","0","1"
"37","105","030503","3","371050305033",Block Group 3,G5030,S,"41352524","478957","+35.3393228","-079.1928772",1500000US371050305033,"Block Group 3, Census Tract 305.03, Lee County, North Carolina","2332","2042","273","0","17","0","0","0","0","0","1"
"37","105","030602","2","371050306022",Block Group 2,G5030,S,"41988994","250154","+35.4457540","-079.2972255",1500000US371050306022,"Block Group 2, Census Tract 306.02, Lee County, North Carolina","1720","1361","244","6","27","0","0","82","0","82","1"
"37","147","000502","1","371470005021",Block Group 1,G5030,S,"1566027","0","+35.5760463","-077.3590861",1500000US371470005021,"Block Group 1, Census Tract 5.02, Pitt County, North Carolina","3191","1955","979","146","0","0","36","75","0","75",
"37","147","000502","2","371470005022",Block Group 2,G5030,S,"1856594","0","+35.5750327","-077.3678941",1500000US371470005022,"Block Group 2, Census Tract 5.02, Pitt County, North Carolina","2249","1393","720","0","112","0","0","24","0","24",
"37","147","001301","1","371470013011",Block Group 1,G5030,S,"15119922","21767","+35.5250930","-077.4206351",1500000US371470013011,"Block Group 1, Census Tract 13.01, Pitt County, North Carolina","3253","2013","1010","0","128","0","11","91","0","91",
"37","147","000603","2","371470006032",Block Group 2,G5030,S,"3200779","2965","+35.5512269","-077.4220487",1500000US371470006032,"Block Group 2, Census Tract 6.03, Pitt County, North Carolina","3004","1113","1657","0","82","0","0","152","0","152",
"37","147","000601","2","371470006012",Block Group 2,G5030,S,"4516093","37200","+35.5888586","-077.4150558",1500000US371470006012,"Block Group 2, Census Tract 6.01, Pitt County, North Carolina","3498","1405","1570","34","42","0","232","215","15","200",
"37","085","071302","2","370850713022",Block Group 2,G5030,S,"11837527","125435","+35.3274564","-079.0207142",1500000US370850713022,"Block Group 2, Census Tract 713.02, Harnett County, North Carolina","3840","2601","980","3","25","52","15","164","9","155","1"
"37","085","071301","1","370850713011",Block Group 1,G5030,S,"37965455","364950","+35.3809012","-079.0624881",1500000US370850713011,"Block Group 1, Census Tract 713.01, Harnett County, North Carolina","1296","760","385","0","0","0","94","57","4","53","1"
"37","085","071102","2","370850711022",Block Group 2,G5030,S,"34718265","95642","+35.3919513","-078.9550023",1500000US370850711022,"Block Group 2, Census Tract 711.02, Harnett County, North Carolina","1284","949","174","0","0","0","161","0","0","0","1"
"37","085","071102","3","370850711023",Block Group 3,G5030,S,"34744873","19040","+35.4126985","-079.0230044",1500000US370850711023,"Block Group 3, Census Tract 711.02, Harnett County, North Carolina","1577","889","608","80","0","0","0","0","0","0","1"
"37","085","071202","2","370850712022",Block Group 2,G5030,S,"4080344","20065","+35.2323337","-078.9517010",1500000US370850712022,"Block Group 2, Census Tract 712.02, Harnett County, North Carolina","1356","833","380","9","0","0","96","38","8","30",
"37","085","071401","1","370850714011",Block Group 1,G5030,S,"48105340","101705","+35.3206478","-079.1305866",1500000US370850714011,"Block Group 1, Census Tract 714.01, Harnett County, North Carolina","3332","2230","694","0","0","155","189","64","14","50","1"
"37","085","071402","3","370850714023",Block Group 3,G5030,S,"28211242","103037","+35.2299302","-079.1255869",1500000US370850714023,"Block Group 3, Census Tract 714.02, Harnett County, North Carolina","1471","1016","317","0","0","0","21","117","83","34","1"
"37","085","071402","1","370850714021",Block Group 1,G5030,S,"45937735","170169","+35.2690439","-079.1546905",1500000US370850714021,"Block Group 1, Census Tract 714.02, Harnett County, North Carolina","1435","981","351","42","6","0","55","0","0","0","1"
"37","085","070901","1","370850709011",Block Group 1,G5030,S,"6640110","85151","+35.5126734","-078.7219318",1500000US370850709011,"Block Group 1, Census Tract 709.01, Harnett County, North Carolina","3103","2288","446","21","25","0","296","27","0","27","1"
"37","085","070100","2","370850701002",Block Group 2,G5030,S,"1361988","0","+35.2985987","-078.6073120",1500000US370850701002,"Block Group 2, Census Tract 701, Harnett County, North Carolina","1067","359","606","6","5","0","62","29","0","29",
"37","085","070401","1","370850704011",Block Group 1,G5030,S,"30872704","387471","+35.3678404","-078.6916152",1500000US370850704011,"Block Group 1, Census Tract 704.01, Harnett County, North Carolina","1679","1190","333","5","0","0","83","68","0","68",
"37","085","070801","1","370850708011",Block Group 1,G5030,S,"38047897","182306","+35.4391033","-078.7694899",1500000US370850708011,"Block Group 1, Census Tract 708.01, Harnett County, North Carolina","2430","1742","146","13","42","0","464","23","0","23","1"
"37","085","070903","1","370850709031",Block Group 1,G5030,S,"21761658","243273","+35.4785389","-078.7500793",1500000US370850709031,"Block Group 1, Census Tract 709.03, Harnett County, North Carolina","2186","1676","231","0","0","0","248","31","0","31","1"
"37","085","071002","2","370850710022",Block Group 2,G5030,S,"29209676","519259","+35.4738845","-078.8745169",1500000US370850710022,"Block Group 2, Census Tract 710.02, Harnett County, North Carolina","1199","869","202","0","0","0","128","0","0","0","1"
"37","081","012704","3","370810127043",Block Group 3,G5030,S,"1254341","2438","+36.1228318","-079.7714895",1500000US370810127043,"Block Group 3, Census Tract 127.04, Guilford County, North Carolina","1459","433","791","27","123","0","0","85","0","85",
"37","081","010900","1","370810109001",Block Group 1,G5030,S,"795999","0","+36.0820008","-079.7777259",1500000US370810109001,"Block Group 1, Census Tract 109, Guilford County, North Carolina","782","307","412","7","17","0","0","39","0","39",
"37","081","012604","1","370810126041",Block Group 1,G5030,S,"1084176","0","+36.0428349","-079.8296200",1500000US370810126041,"Block Group 1, Census Tract 126.04, Guilford County, North Carolina","1257","308","554","47","188","0","86","74","0","74",
"37","081","011400","3","370810114003",Block Group 3,G5030,S,"757024","0","+36.0589606","-079.7990411",1500000US370810114003,"Block Group 3, Census Tract 114, Guilford County, North Carolina","1430","48","1377","0","0","0","5","0","0","0",
"37","081","014407","2","370810144072",Block Group 2,G5030,S,"3538335","0","+35.9589672","-080.0393934",1500000US370810144072,"Block Group 2, Census Tract 144.07, Guilford County, North Carolina","2046","1634","217","0","143","0","0","52","0","52",
"37","081","013700","1","370810137001",Block Group 1,G5030,S,"840934","0","+35.9685068","-080.0210404",1500000US370810137001,"Block Group 1, Census Tract 137, Guilford County, North Carolina","963","952","0","11","0","0","0","0","0","0",
"37","081","013700","2","370810137002",Block Group 2,G5030,S,"668666","0","+35.9731197","-080.0265908",1500000US370810137002,"Block Group 2, Census Tract 137, Guilford County, North Carolina","634","619","15","0","0","0","0","0","0","0",
"37","081","013602","2","370810136022",Block Group 2,G5030,S,"469965","0","+35.9714832","-080.0061767",1500000US370810136022,"Block Group 2, Census Tract 136.02, Guilford County, North Carolina","504","220","228","0","0","0","25","31","0","31",
"37","081","013700","5","370810137005",Block Group 5,G5030,S,"905192","0","+35.9614699","-080.0177975",1500000US370810137005,"Block Group 5, Census Tract 137, Guilford County, North Carolina","652","418","222","0","12","0","0","0","0","0",
"37","081","016203","1","370810162031",Block Group 1,G5030,S,"24120161","4913","+36.0688847","-080.0311459",1500000US370810162031,"Block Group 1, Census Tract 162.03, Guilford County, North Carolina","4909","3567","847","0","304","0","89","102","0","102",
"37","081","016204","1","370810162041",Block Group 1,G5030,S,"16972757","119631","+36.0653798","-079.9824065",1500000US370810162041,"Block Group 1, Census Tract 162.04, Guilford County, North Carolina","4566","2696","740","122","722","0","36","250","123","127",
"37","081","016205","1","370810162051",Block Group 1,G5030,S,"5496468","0","+36.0449231","-079.9758343",1500000US370810162051,"Block Group 1, Census Tract 162.05, Guilford County, North Carolina","4208","2412","770","0","606","0","303","117","0","117",
"37","081","016303","1","370810163031",Block Group 1,G5030,S,"2909194","19016","+36.0222544","-080.0259832",1500000US370810163031,"Block Group 1, Census Tract 163.03, Guilford County, North Carolina","2152","1426","325","0","358","0","4","39","12","27",
"37","081","016305","1","370810163051",Block Group 1,G5030,S,"1762691","120620","+36.0347602","-079.9866010",1500000US370810163051,"Block Group 1, Census Tract 163.05, Guilford County, North Carolina","1102","777","170","8","39","0","0","108","0","108",
"37","081","016305","2","370810163052",Block Group 2,G5030,S,"2661232","652066","+36.0249140","-079.9796032",1500000US370810163052,"Block Group 2, Census Tract 163.05, Guilford County, North Carolina","2382","1638","390","81","63","0","11","199","0","199",
"37","189","920100","2","371899201002",Block Group 2,G5030,S,"38908441","251499","+36.2878397","-081.6313193",1500000US371899201002,"Block Group 2, Census Tract 9201, Watauga County, North Carolina","1652","1515","0","0","137","0","0","0","0","0",
"37","189","920100","1","371899201001",Block Group 1,G5030,S,"84496255","1440","+36.3168340","-081.6713808",1500000US371899201001,"Block Group 1, Census Tract 9201, Watauga County, North Carolina","1784","1718","0","0","0","0","18","48","48","0",
"37","189","920200","2","371899202002",Block Group 2,G5030,S,"62345909","265773","+36.2950104","-081.8562267",1500000US371899202002,"Block Group 2, Census Tract 9202, Watauga County, North Carolina","1568","1530","0","38","0","0","0","0","0","0",
"37","189","920200","1","371899202001",Block Group 1,G5030,S,"40504492","5445","+36.3254726","-081.7840770",1500000US371899202001,"Block Group 1, Census Tract 9202, Watauga County, North Carolina","1856","1816","0","0","0","0","0","40","22","18",
"37","189","920200","3","371899202003",Block Group 3,G5030,S,"24683864","12048","+36.2710661","-081.7885973",1500000US371899202003,"Block Group 3, Census Tract 9202, Watauga County, North Carolina","803","770","0","0","0","0","33","0","0","0",
"37","189","920800","1","371899208001",Block Group 1,G5030,S,"24792487","49259","+36.1492585","-081.6554511",1500000US371899208001,"Block Group 1, Census Tract 9208, Watauga County, North Carolina","1218","1171","0","0","22","22","0","3","3","0",
"37","189","920800","2","371899208002",Block Group 2,G5030,S,"24374920","349667","+36.1373468","-081.7145727",1500000US371899208002,"Block Group 2, Census Tract 9208, Watauga County, North Carolina","1234","1165","27","1","0","0","0","41","0","41",
"37","189","920400","2","371899204002",Block Group 2,G5030,S,"616189","0","+36.2212100","-081.6818463",1500000US371899204002,"Block Group 2, Census Tract 9204, Watauga County, North Carolina","1147","1030","101","0","13","0","1","2","0","2",
"37","189","920400","1","371899204001",Block Group 1,G5030,S,"21039473","119124","+36.2401916","-081.6698827",1500000US371899204001,"Block Group 1, Census Tract 9204, Watauga County, North Carolina","3273","3177","23","14","12","0","14","33","28","5",
"37","189","920400","3","371899204003",Block Group 3,G5030,S,"5749944","0","+36.2226227","-081.7031011",1500000US371899204003,"Block Group 3, Census Tract 9204, Watauga County, North Carolina","2936","2777","141","4","2","0","3","9","0","9",
"37","189","920500","1","371899205001",Block Group 1,G5030,S,"396023","0","+36.2148475","-081.6792854",1500000US371899205001,"Block Group 1, Census Tract 9205, Watauga County, North Carolina","2551","2280","129","6","79","0","14","43","0","43",
"37","189","920601","2","371899206012",Block Group 2,G5030,S,"1848692","509","+36.2052538","-081.6642186",1500000US371899206012,"Block Group 2, Census Tract 9206.01, Watauga County, North Carolina","2579","2507","14","40","0","0","7","11","0","11",
"37","189","920300","2","371899203002",Block Group 2,G5030,S,"13300010","8343","+36.2273701","-081.7425202",1500000US371899203002,"Block Group 2, Census Tract 9203, Watauga County, North Carolina","1127","1091","12","3","0","0","9","12","0","12",
"37","019","020402","2","370190204022",Block Group 2,G5030,S,"3132068","608920","+33.9119870","-078.3207687",1500000US370190204022,"Block Group 2, Census Tract 204.02, Brunswick County, North Carolina","518","507","0","11","0","0","0","0","0","0",
"37","019","020402","3","370190204023",Block Group 3,G5030,S,"2248259","660752","+33.9155957","-078.2651940",1500000US370190204023,"Block Group 3, Census Tract 204.02, Brunswick County, North Carolina","476","472","4","0","0","0","0","0","0","0",
"37","019","020402","1","370190204021",Block Group 1,G5030,S,"2340369","624629","+33.9055329","-078.3653531",1500000US370190204021,"Block Group 1, Census Tract 204.02, Brunswick County, North Carolina","143","143","0","0","0","0","0","0","0","0",
"37","019","020601","1","370190206011",Block Group 1,G5030,S,"91623981","175273","+34.0863541","-078.4963032",1500000US370190206011,"Block Group 1, Census Tract 206.01, Brunswick County, North Carolina","1721","1514","118","0","0","0","89","0","0","0",
"37","019","020102","1","370190201021",Block Group 1,G5030,S,"37621947","0","+34.2873137","-078.0930430",1500000US370190201021,"Block Group 1, Census Tract 201.02, Brunswick County, North Carolina","5186","3993","575","0","14","0","183","421","7","414",
"37","019","020103","1","370190201031",Block Group 1,G5030,S,"32877323","7770","+34.2341436","-078.0944627",1500000US370190201031,"Block Group 1, Census Tract 201.03, Brunswick County, North Carolina","2693","2215","317","0","68","0","50","43","0","43","1"
"37","189","920400","4","371899204004",Block Group 4,G5030,S,"17500562","2696","+36.2646629","-081.7461553",1500000US371899204004,"Block Group 4, Census Tract 9204, Watauga County, North Carolina","957","858","77","0","22","0","0","0","0","0",
"37","189","920900","2","371899209002",Block Group 2,G5030,S,"31339178","178551","+36.2156150","-081.7966389",1500000US371899209002,"Block Group 2, Census Tract 9209, Watauga County, North Carolina","1237","1224","13","0","0","0","0","0","0","0",
"37","189","920900","1","371899209001",Block Group 1,G5030,S,"34873940","88182","+36.2239396","-081.8555340",1500000US371899209001,"Block Group 1, Census Tract 9209, Watauga County, North Carolina","939","939","0","0","0","0","0","0","0","0",
"37","189","921000","1","371899210001",Block Group 1,G5030,S,"21155929","27117","+36.2135427","-081.8791644",1500000US371899210001,"Block Group 1, Census Tract 9210, Watauga County, North Carolina","676","641","11","5","9","0","3","7","3","4",
"37","189","920100","3","371899201003",Block Group 3,G5030,S,"20708776","21227","+36.2610858","-081.6584070",1500000US371899201003,"Block Group 3, Census Tract 9201, Watauga County, North Carolina","1522","1454","7","0","0","0","61","0","0","0",
"37","189","920601","1","371899206011",Block Group 1,G5030,S,"2954421","24483","+36.2126118","-081.6554977",1500000US371899206011,"Block Group 1, Census Tract 9206.01, Watauga County, North Carolina","1505","1355","34","46","66","0","0","4","4","0",
"37","189","920900","3","371899209003",Block Group 3,G5030,S,"24304309","40132","+36.1707541","-081.8052816",1500000US371899209003,"Block Group 3, Census Tract 9209, Watauga County, North Carolina","1151","1042","0","38","10","10","0","51","0","51",
"37","189","920703","3","371899207033",Block Group 3,G5030,S,"15571819","7740","+36.1764761","-081.6323179",1500000US371899207033,"Block Group 3, Census Tract 9207.03, Watauga County, North Carolina","3164","3113","8","0","14","0","0","29","18","11",
"37","189","920703","2","371899207032",Block Group 2,G5030,S,"4980232","28709","+36.2024053","-081.6231260",1500000US371899207032,"Block Group 2, Census Tract 9207.03, Watauga County, North Carolina","1315","739","218","81","0","0","208","69","0","69",
"37","189","920602","1","371899206021",Block Group 1,G5030,S,"28979071","159481","+36.1831344","-081.7108761",1500000US371899206021,"Block Group 1, Census Tract 9206.02, Watauga County, North Carolina","2361","2232","10","0","6","0","3","110","56","54",
"37","189","920900","4","371899209004",Block Group 4,G5030,S,"31882158","27769","+36.1440696","-081.7646462",1500000US371899209004,"Block Group 4, Census Tract 9209, Watauga County, North Carolina","1147","1117","2","0","0","0","2","26","0","26",
"37","189","920300","1","371899203001",Block Group 1,G5030,S,"19443952","109770","+36.2346573","-081.7777880",1500000US371899203001,"Block Group 1, Census Tract 9203, Watauga County, North Carolina","1185","1096","0","0","68","0","21","0","0","0",
"37","019","020103","2","370190201032",Block Group 2,G5030,S,"7881252","360","+34.2229768","-078.0446595",1500000US370190201032,"Block Group 2, Census Tract 201.03, Brunswick County, North Carolina","3048","2697","276","0","0","0","75","0","0","0","1"
"37","019","020202","1","370190202021",Block Group 1,G5030,S,"69810072","9666040","+34.1653866","-078.0016326",1500000US370190202021,"Block Group 1, Census Tract 202.02, Brunswick County, North Carolina","7489","6668","583","0","41","0","20","177","0","177","1"
"37","019","020303","1","370190203031",Block Group 1,G5030,S,"19163285","219274","+33.9814922","-078.2168834",1500000US370190203031,"Block Group 1, Census Tract 203.03, Brunswick County, North Carolina","1946","1811","59","51","25","0","0","0","0","0",
"37","179","020315","2","371790203152",Block Group 2,G5030,S,"6012230","33521","+35.0538838","-080.6896374",1500000US371790203152,"Block Group 2, Census Tract 203.15, Union County, North Carolina","2074","2026","39","0","0","0","0","9","0","9",
"37","179","020316","1","371790203161",Block Group 1,G5030,S,"4707207","70101","+35.0402306","-080.6799260",1500000US371790203161,"Block Group 1, Census Tract 203.16, Union County, North Carolina","2081","1671","190","33","46","0","14","127","0","127",
"37","179","020316","2","371790203162",Block Group 2,G5030,S,"4593301","39178","+35.0523498","-080.6633330",1500000US371790203162,"Block Group 2, Census Tract 203.16, Union County, North Carolina","2634","2017","166","55","138","0","39","219","0","219",
"37","179","021011","1","371790210111",Block Group 1,G5030,S,"8454939","87218","+35.0098062","-080.7044534",1500000US371790210111,"Block Group 1, Census Tract 210.11, Union County, North Carolina","1997","1760","50","0","161","0","0","26","0","26",
"37","179","020312","2","371790203122",Block Group 2,G5030,S,"2029592","8319","+35.0710731","-080.6373176",1500000US371790203122,"Block Group 2, Census Tract 203.12, Union County, North Carolina","2277","1928","189","0","17","0","43","100","0","100",
"37","179","020311","1","371790203111",Block Group 1,G5030,S,"2455707","19059","+35.1103041","-080.6601200",1500000US371790203111,"Block Group 1, Census Tract 203.11, Union County, North Carolina","1394","1222","172","0","0","0","0","0","0","0",
"37","179","020314","1","371790203141",Block Group 1,G5030,S,"2628937","30680","+35.0735944","-080.7143082",1500000US371790203141,"Block Group 1, Census Tract 203.14, Union County, North Carolina","3265","2297","378","7","408","0","96","79","35","44",
"37","179","021010","1","371790210101",Block Group 1,G5030,S,"12484211","317657","+35.0416119","-080.7161320",1500000US371790210101,"Block Group 1, Census Tract 210.10, Union County, North Carolina","2716","2299","101","0","131","0","115","70","0","70",
"37","119","005518","1","371190055181",Block Group 1,G5030,S,"2954184","18166","+35.3504891","-080.7704678",1500000US371190055181,"Block Group 1, Census Tract 55.18, Mecklenburg County, North Carolina","3469","1340","1228","0","812","0","0","89","14","75",
"37","119","005611","1","371190056111",Block Group 1,G5030,S,"5087970","6634","+35.3291276","-080.6993126",1500000US371190056111,"Block Group 1, Census Tract 56.11, Mecklenburg County, North Carolina","2914","728","1659","0","124","0","159","244","57","187",
"37","119","980300","1","371199803001",Block Group 1,G5030,S,"478856","4103","+35.2169288","-080.8379686",1500000US371199803001,"Block Group 1, Census Tract 9803, Mecklenburg County, North Carolina","28","28","0","0","0","0","0","0","0","0",
"37","119","005846","2","371190058462",Block Group 2,G5030,S,"2522566","51616","+35.0391983","-080.7770973",1500000US371190058462,"Block Group 2, Census Tract 58.46, Mecklenburg County, North Carolina","2380","1996","76","0","209","0","40","59","59","0",
"37","029","950102","2","370299501022",Block Group 2,G5030,S,"50631803","17193372","+36.2871425","-076.0700004",1500000US370299501022,"Block Group 2, Census Tract 9501.02, Camden County, North Carolina","1837","1394","430","0","0","13","0","0","0","0",
"37","029","950101","1","370299501011",Block Group 1,G5030,S,"225832809","675","+36.4910991","-076.3841017",1500000US370299501011,"Block Group 1, Census Tract 9501.01, Camden County, North Carolina","3552","3118","308","0","80","0","24","22","0","22",
"37","029","950102","3","370299501023",Block Group 3,G5030,S,"130083294","49303099","+36.2430573","-075.9895585",1500000US370299501023,"Block Group 3, Census Tract 9501.02, Camden County, North Carolina","776","653","28","0","95","0","0","0","0","0",
"37","029","950102","1","370299501021",Block Group 1,G5030,S,"52611609","8096288","+36.3190721","-076.1348284",1500000US370299501021,"Block Group 1, Census Tract 9501.02, Camden County, North Carolina","2214","1944","193","0","14","0","0","63","0","63",
"37","029","950101","2","370299501012",Block Group 2,G5030,S,"163292594","2064727","+36.4060764","-076.2171260",1500000US370299501012,"Block Group 2, Census Tract 9501.01, Camden County, North Carolina","2172","1609","501","12","0","0","4","46","0","46",
"37","029","950102","0","370299501020",Block Group 0,G5030,S,"0","104451321","+36.1293379","-075.9633950",1500000US370299501020,"Block Group 0, Census Tract 9501.02, Camden County, North Carolina","0","0","0","0","0","0","0","0","0","0",
"37","119","000300","1","371190003001",Block Group 1,G5030,S,"808784","0","+35.2134103","-080.8408505",1500000US371190003001,"Block Group 1, Census Tract 3, Mecklenburg County, North Carolina","1115","770","319","0","10","0","5","11","0","11",
"37","119","006007","1","371190060071",Block Group 1,G5030,S,"4519501","316576","+35.3088811","-080.9814622",1500000US371190060071,"Block Group 1, Census Tract 60.07, Mecklenburg County, North Carolina","4005","624","3243","67","0","0","63","8","0","8",
"37","119","006405","2","371190064052",Block Group 2,G5030,S,"8733198","17466","+35.4710454","-080.8362803",1500000US371190064052,"Block Group 2, Census Tract 64.05, Mecklenburg County, North Carolina","2176","1976","144","0","18","0","38","0","0","0",
"37","119","005200","3","371190052003",Block Group 3,G5030,S,"2313973","0","+35.2419897","-080.8273075",1500000US371190052003,"Block Group 3, Census Tract 52, Mecklenburg County, North Carolina","851","123","692","0","0","0","19","17","0","17",
"37","119","003400","3","371190034003",Block Group 3,G5030,S,"641333","0","+35.2067069","-080.8554015",1500000US371190034003,"Block Group 3, Census Tract 34, Mecklenburg County, North Carolina","1676","1583","0","0","78","0","0","15","0","15",
"37","185","950400","2","371859504002",Block Group 2,G5030,S,"88251129","394546","+36.3266498","-078.2566848",1500000US371859504002,"Block Group 2, Census Tract 9504, Warren County, North Carolina","1777","620","1133","11","0","0","7","6","0","6","1"
"37","185","950200","3","371859502003",Block Group 3,G5030,S,"60223876","84475","+36.4843874","-078.2298414",1500000US371859502003,"Block Group 3, Census Tract 9502, Warren County, North Carolina","1524","687","837","0","0","0","0","0","0","0","1"
"37","185","950300","1","371859503001",Block Group 1,G5030,S,"20261020","130995","+36.4247206","-078.1460685",1500000US371859503001,"Block Group 1, Census Tract 9503, Warren County, North Carolina","1903","520","1243","13","13","0","98","16","0","16",
"37","185","950400","1","371859504001",Block Group 1,G5030,S,"197582181","268952","+36.2641242","-078.1115616",1500000US371859504001,"Block Group 1, Census Tract 9504, Warren County, North Carolina","1938","505","1201","17","41","0","69","105","0","105","1"
"37","185","950200","1","371859502001",Block Group 1,G5030,S,"93633339","443657","+36.4938089","-078.1552342",1500000US371859502001,"Block Group 1, Census Tract 9502, Warren County, North Carolina","902","366","536","0","0","0","0","0","0","0","1"
"37","185","950103","2","371859501032",Block Group 2,G5030,S,"125946094","154369","+36.2991170","-078.0125890",1500000US371859501032,"Block Group 2, Census Tract 9501.03, Warren County, North Carolina","1971","183","847","837","12","12","0","80","0","80",
"37","185","950200","5","371859502005",Block Group 5,G5030,S,"31980211","114619","+36.4238214","-078.2640076",1500000US371859502005,"Block Group 5, Census Tract 9502, Warren County, North Carolina","1229","292","834","24","10","0","17","52","20","32","1"
"37","185","950200","4","371859502004",Block Group 4,G5030,S,"52910700","3886861","+36.4781890","-078.2927342",1500000US371859502004,"Block Group 4, Census Tract 9502, Warren County, North Carolina","1131","476","655","0","0","0","0","0","0","0",
"37","185","950101","2","371859501012",Block Group 2,G5030,S,"23152019","5753528","+36.5258535","-077.9478330",1500000US371859501012,"Block Group 2, Census Tract 9501.01, Warren County, North Carolina","1212","1091","45","0","14","0","0","62","0","62",
"37","185","950101","1","371859501011",Block Group 1,G5030,S,"88633635","12395629","+36.4927489","-078.0579400",1500000US371859501011,"Block Group 1, Census Tract 9501.01, Warren County, North Carolina","933","774","149","0","0","0","0","10","0","10",
"37","185","950103","1","371859501031",Block Group 1,G5030,S,"151336922","301181","+36.3982985","-078.0093232",1500000US371859501031,"Block Group 1, Census Tract 9501.03, Warren County, North Carolina","749","355","316","0","2","0","76","0","0","0","1"
"37","185","950300","2","371859503002",Block Group 2,G5030,S,"42542340","109283","+36.3677545","-078.1200594",1500000US371859503002,"Block Group 2, Census Tract 9503, Warren County, North Carolina","923","343","472","100","0","0","0","8","8","0",
"37","185","950200","2","371859502002",Block Group 2,G5030,S,"18396746","92159","+36.4319298","-078.2096175",1500000US371859502002,"Block Group 2, Census Tract 9502, Warren County, North Carolina","1028","594","388","0","0","0","0","46","0","46","1"
"37","185","950300","3","371859503003",Block Group 3,G5030,S,"41206900","61877","+36.3829127","-078.1994452",1500000US371859503003,"Block Group 3, Census Tract 9503, Warren County, North Carolina","1413","300","971","76","8","0","14","44","0","44","1"
"37","185","950102","1","371859501021",Block Group 1,G5030,S,"75363307","14426038","+36.4639981","-077.9577950",1500000US371859501021,"Block Group 1, Census Tract 9501.02, Warren County, North Carolina","1265","794","377","39","4","22","0","29","0","29","1"
"37","115","010500","2","371150105002",Block Group 2,G5030,S,"15012410","566224","+35.8023996","-082.6967857",1500000US371150105002,"Block Group 2, Census Tract 105, Madison County, North Carolina","860","786","6","0","2","0","0","66","0","66",
"37","115","010500","3","371150105003",Block Group 3,G5030,S,"93153234","1054677","+35.7331858","-082.7427131",1500000US371150105003,"Block Group 3, Census Tract 105, Madison County, North Carolina","1651","1624","0","0","0","0","0","27","0","27",
"37","115","010400","2","371150104002",Block Group 2,G5030,S,"96867605","410809","+35.7861172","-082.7735463",1500000US371150104002,"Block Group 2, Census Tract 104, Madison County, North Carolina","689","686","0","0","3","0","0","0","0","0",
"37","115","010200","2","371150102002",Block Group 2,G5030,S,"170736157","0","+35.7775957","-082.8834239",1500000US371150102002,"Block Group 2, Census Tract 102, Madison County, North Carolina","891","867","0","0","16","0","8","0","0","0",
"37","115","010200","1","371150102001",Block Group 1,G5030,S,"155946970","2247742","+35.8943985","-082.8256925",1500000US371150102001,"Block Group 1, Census Tract 102, Madison County, North Carolina","1284","1280","0","4","0","0","0","0","0","0",
"37","115","010600","2","371150106002",Block Group 2,G5030,S,"9453255","0","+35.8196470","-082.5307531",1500000US371150106002,"Block Group 2, Census Tract 106, Madison County, North Carolina","1443","1388","26","4","0","0","15","10","0","10",
"37","115","010600","4","371150106004",Block Group 4,G5030,S,"28570636","0","+35.7994943","-082.5950448",1500000US371150106004,"Block Group 4, Census Tract 106, Madison County, North Carolina","1987","1987","0","0","0","0","0","0","0","0",
"37","115","010600","3","371150106003",Block Group 3,G5030,S,"12381901","0","+35.8045869","-082.5543446",1500000US371150106003,"Block Group 3, Census Tract 106, Madison County, North Carolina","1246","1064","139","0","12","0","19","12","0","12",
"37","115","010700","1","371150107001",Block Group 1,G5030,S,"43002572","0","+35.8782637","-082.5141324",1500000US371150107001,"Block Group 1, Census Tract 107, Madison County, North Carolina","1567","1567","0","0","0","0","0","0","0","0",
"37","115","010100","1","371150101001",Block Group 1,G5030,S,"85563921","0","+35.9292234","-082.5592735",1500000US371150101001,"Block Group 1, Census Tract 101, Madison County, North Carolina","1333","1246","2","18","66","0","0","1","0","1",
"37","115","010500","1","371150105001",Block Group 1,G5030,S,"57033141","4432","+35.8300499","-082.6557252",1500000US371150105001,"Block Group 1, Census Tract 105, Madison County, North Carolina","1739","1682","26","0","0","0","26","5","0","5",
